藥品代碼,中文名稱,劑型,製造廠名稱,效能名稱,基準方名,發證日期,有效期間,收載日,不再收載日,備註
A009533,”復旦”柴葛解肌湯濃縮散,濃縮散劑,復旦製藥廠股份有限公司,發表之劑,柴葛解肌湯,19980818,20190525,,,
A009534,”復旦”大防風湯濃縮散,濃縮粉劑,復旦製藥廠股份有限公司復興廠,袪風之劑,大防風湯,19760420,20190525,,,
A009535,”復旦”大黃牡丹湯濃縮散,濃縮粉劑,復旦製藥廠股份有限公司復興廠,理血之劑,大黃牡丹皮,19760420,20190525,,,
A009539,"""東陽""二朮湯濃縮散",濃縮散劑,東陽製藥股份有限公司,利濕之劑,二朮湯,20130223,20190525,,,
A009541,"""東陽""大青龍湯濃縮散",濃縮散劑,東陽製藥股份有限公司,發表之劑,大青龍湯,20130222,20190525,,,
A009543,”復旦”辛夷清肺飲濃縮散,濃縮散劑,復旦製藥廠股份有限公司,袪痰之劑,辛夷清肺湯,19980818,20190525,,,
A009796,〞明通〞茯菟丹濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,收濇之劑,茯菟丹,19760525,20190525,,,
A009797,〞明通〞半夏瀉心湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,半夏瀉心湯,19760525,20190525,,,
A009798,〞明通〞竹葉石膏湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清暑之劑,竹葉石膏湯,19980624,20190525,,,
A009799,〞明通〞茵陳蒿湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,利濕之劑,茵陳蒿湯,19760525,20190525,,,
A009800,〞明通〞小青龍湯濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,發表之劑,小青龍湯,19981203,20190525,,,
A009801,〞明通〞吳茱萸湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪寒之劑,吳茱萸湯,19980624,20190525,,,
A009802,〞明通〞黃連解毒湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,黃連解毒湯,19990824,20190525,,,
A009803,〞明通〞清暑益氣湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清暑之劑,清暑益氣湯,19980624,20190525,,,
A009804,〞明通〞薏苡仁湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,利濕之劑,薏苡仁湯,19760525,20190525,,,
A009805,〞明通〞麥門冬湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,潤燥之劑,麥門冬湯,19760525,20190525,,,
A009806,〞明通〞六君子湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,六君子湯,19980409,20190525,,,
A009807,〞明通〞三黃瀉心湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,三黃瀉心湯,19760525,20190525,,,
A009808,〞明通〞半夏厚朴湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,理氣之劑,半夏厚朴湯,19760525,20190525,,,
A009812,〞明通〞歸脾湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,歸脾湯,19980409,20190525,,,
A009813,〞明通〞溫清飲濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,溫清飲(解毒四物湯),19760525,20190525,,,
A009814,〞明通〞黃連解毒湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,和解之劑,黃連湯,19760525,20190525,,,
A009815,〞明通〞理中湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪寒之劑,理中湯,19760525,20190525,,,
A009816,〞明通〞麻子仁丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,潤燥之劑,麻子仁丸,19760525,20190525,,,
A009817,〞明通〞小柴胡湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,和解之劑,小柴胡湯,19760525,20190525,,,
A009818,〞明通〞當歸散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,當歸散,19760525,20190525,,,
A009820,〞明通〞疏經活血湯濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,理血之劑,疏經活血湯,19981203,20190525,,,
A009821,〞明通〞安胎飲濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,保產無憂方,19760525,20190525,,,
A009822,〞明通〞桂枝茯苓丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,理血之劑,桂枝茯苓丸,19760525,20190525,,,
A009823,〞明通〞十神湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,發表之劑,十神湯,19760525,20190525,,,
A009825,〞明通〞聖愈湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,聖愈湯,19760525,20190525,,,
A009826,〞明通〞甘露飲濃縮散,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,潤燥之劑,甘露飲,19980624,20190525,,,
A009827,〞明通〞玉女煎濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,玉女煎,19980624,20190525,,,
A009828,〞明通〞逍遙散濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,和解之劑,逍遙散,19981203,20190525,,,
A009829,”復旦”炙甘草湯濃縮散,濃縮散劑,復旦製藥廠股份有限公司,潤燥之劑,炙甘草湯,19980819,20190525,,,
A009831,”復旦”荊芥連翹湯濃縮散,濃縮散劑,復旦製藥廠股份有限公司,清熱瀉火之,荊芥連翹湯,19980818,20190525,,,
A009832,”復旦”普濟消毒飲濃縮散,濃縮粉劑,復旦製藥廠股份有限公司復興廠,清熱瀉火之,普濟消毒飲,19760525,20190525,,,
A009833,〞明通〞當歸補血湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,當歸補血湯,19760525,20190525,,,
A009834,〞明通〞當歸四逆湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪寒之劑,當歸四逆湯,19760525,20190525,,,
A009835,〞明通〞葛根湯濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,發表之劑,葛根湯,19981119,20190525,,,
A009836,〞明通〞柴胡加龍骨牡蠣湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,安神之劑,柴胡加龍骨牡蠣湯,20130509,20190525,,,
A009837,〞明通〞加味逍遙散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,和解之劑,加味逍遙散,19980619,20190525,,,
A009838,〞明通〞當歸芍藥散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,當歸芍藥散,19760525,20190525,,,
A009839,"""東陽""胃苓湯濃縮散",濃縮散劑,東陽製藥股份有限公司,消導之劑,胃苓湯,20130208,20190525,,,
A009840,〞明通〞桑菊飲濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,表裡之劑,桑菊飲,19760525,20190525,,,
A009843,”復旦”?苓湯濃縮散,濃縮粉劑,復旦製藥廠股份有限公司復興廠,利濕之劑,豬苓湯,19760525,20190525,,,
A009844,”復旦”吳茱萸湯濃縮散,濃縮散劑,復旦製藥廠股份有限公司,袪寒之劑,吳茱萸湯,19980819,20190525,,,
A009845,〞明通〞胃苓湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,消導之劑,胃苓湯,19760525,20190525,,,
A009846,〞明通〞荊芥連翹湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,荊芥連翹湯,19980624,20190525,,,
A009847,〞明通〞養陰清肺湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,潤燥之劑,養陰清肺湯,19760525,20190525,,,
A009848,〞明通〞當歸六黃湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,收濇之劑,當歸六黃湯,19980624,20190525,,,
A010000,〞明通〞真武湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪寒之劑,真武湯,19760601,20190525,,,
A010001,〞明通〞酸棗仁湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,安神之劑,酸棗仁湯,19760601,20190525,,,
A010002,〞明通〞華蓋散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪痰之劑,華蓋散,19990802,20190525,,,
A010003,〞明通〞桂枝加芍藥湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,表裡之劑,桂枝加芍藥湯,19760601,20190525,,,
A010004,〞明通〞香蘇飲濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,表裡之劑,香蘇飲,19980410,20190901,,,
A010005,〞明通〞四君子湯濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,四君子湯,19981203,20190525,,,
A010006,〞明通〞續命湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪風之劑,續命湯,19760601,20190525,,,
A010007,〞明通〞知柏地黃丸濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,知柏地黃丸,19981124,20190525,,,
A010008,〞明通〞正氣天香散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,正氣天香散,19760601,20190525,,,
A010009,〞明通〞金鎖固精丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,收濇之劑,金鎖固精丸,19760601,20190525,,,
A010034,〞明通〞防己黃耆湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,利濕之劑,防己黃耆湯,19760601,20190525,,,
A010035,〞明通〞龍膽瀉肝湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,龍膽瀉肝湯(丸),19980624,20190525,,,
A010037,”復旦”芍藥湯濃縮散(證治準繩方),濃縮粉劑,復旦製藥廠股份有限公司復興廠,理血之劑,芍藥湯,19760106,20190525,,,
A010038,”復旦”桂枝龍骨牡蠣湯濃縮散,濃縮粉劑,復旦製藥廠股份有限公司復興廠,安神之劑,桂枝加龍骨,19760106,20190525,,,
A010039,〞明通〞導赤散濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,導赤散,19980624,20190525,,,
A010040,〞明通〞濟生腎氣丸濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,濟生腎氣丸,19981015,20190525,,,
A010041,”復旦”大承氣湯濃縮散,濃縮散劑,復旦製藥廠股份有限公司,攻裡之劑,大承氣湯,19990315,20190525,,,
A010042,〞明通〞生化湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,生化湯,19760601,20190525,,,
A010044,〞明通〞柏子仁丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,經產之劑,女科柏子仁,19760601,20190525,,,
A010045,〞明通〞苓桂朮甘湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,利濕之劑,苓桂朮甘湯,19760601,20190525,,,
A010046,〞明通〞上中下通用痛風丸濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪風之劑,上中下通用痛風丸,19990127,20190525,,,
A010048,〞明通〞獨活寄生湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪風之劑,獨活寄生湯,19980624,20190525,,,
A010049,〞明通〞清心蓮子湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,清熱瀉火之劑,清心蓮子飲,19990823,20190525,,,
A010052,〞明通〞八味地黃丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,八味地黃丸,19980629,20190525,,,
A010084,〞勝昌〞甘露消毒丹濃縮散,濃縮散劑,勝昌製藥廠股份有限公司中壢廠,清熱瀉火之,甘露消毒丹,19971212,20190525,,,
A010086,"""東陽""鈎藤散濃縮散",濃縮散劑,東陽製藥股份有限公司,袪風之劑,鉤藤散,19980402,20190525,,,
A010087,"""東陽""當歸拈痛湯濃縮散",濃縮散劑,東陽製藥股份有限公司,袪風之劑,當歸拈痛湯,20130305,20190525,,,
A010094,〞明通〞還少丹濃縮細粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,補養之劑,還少丹,19980904,20190609,,,
A010095,〞明通〞越鞠丸濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,理氣之劑,越鞠丸,19990802,20190525,,,
A010097,〞明通〞抑肝濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,安神之劑,抑肝散,19760609,20190525,,,
A010098,〞明通〞清氣化痰湯濃縮顆粒,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,袪痰之劑,清氣化痰湯,19760609,20190525,,,
A010238,"""東陽""益氣聰明湯濃縮散",濃縮散劑,東陽製藥股份有限公司,補養之劑,益氣聰明湯,19980408,20190525,,,
A010239,"""東陽""天王補心丹濃縮散",濃縮散劑,東陽製藥股份有限公司,安神之劑,天王補心丹,20130125,20190525,,,
A010240,"""東陽""人參敗毒散濃縮散",濃縮散劑,東陽製藥股份有限公司,發表之劑,人參敗毒散,19980408,20190525,,,
A010328,"""東陽""芎歸膠艾湯濃縮散",濃縮散劑,東陽製藥股份有限公司,經產之劑,芎歸膠艾湯,20130130,20190525,,,
A010469,"""""""東陽""""清咽利膈湯濃縮散　　　　""",濃縮散劑,東陽製藥股份有限公司,清熱瀉火之,清心利膈湯,19760308,20140525,,,
A010470,"""東陽""清燥救肺湯濃縮散",濃縮散劑,東陽製藥股份有限公司,潤燥之劑,清燥救肺湯,19980731,20190525,,,
A010609,"""東陽""保產無憂方濃縮散",濃縮散劑,東陽製藥股份有限公司,經產之劑,保產無憂方,20130125,20190525,,,
A010610,〞明通〞槐花散濃縮散,濃縮散劑,明通化學製藥股份有限公司第二廠,理血之劑,槐花散,19990127,20190525,,,
A010612,〞明通〞炙甘草湯濃縮散,濃縮顆粒劑,明通化學製藥股份有限公司第二廠,潤燥之劑,炙甘草湯,19981124,20190525,,,
A010693,"""東陽""辛夷清肺湯濃縮散",濃縮散劑,東陽製藥股份有限公司,袪痰之劑,辛夷清肺湯,19980408,20190525,,,
A010779,"""東陽""真人活命飲(去穿山甲)濃縮散",濃縮散劑,東陽製藥股份有限公司,癰瘍之劑,真人活命飲,20020104,20190525,,,
A010780,"""東陽""茯菟丹濃縮散",濃縮散劑,東陽製藥股份有限公司,收濇之劑,茯菟丹,20130223,20190525,,,
A010781,"""東陽""溫經湯濃縮散",濃縮散劑,東陽製藥股份有限公司,經產之劑,溫經湯,20130305,20190525,,,
A011138,〝港香蘭〞參蘇飲濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,表裡之劑,參蘇飲,19990802,20191231,,,
A011140,〝港香蘭〞香蘇散濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,表裡之劑,香蘇飲,19990824,20191231,,,
A011141,〝港香蘭〞十味香薷飲濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,清暑之劑,十味香薷飲,20130502,20191231,,,
A011142,〝港香蘭〞龍膽瀉肝湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,龍膽瀉肝湯(丸),19990920,20191231,,,
A011143,〝港香蘭〞大柴胡湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,表裡之劑,大柴胡湯,20130502,20191231,,,
A011144,〝港香蘭〞桂枝湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,發表之劑,桂枝湯,19991109,20191231,,,
A011145,〝港香蘭〞當歸拈痛湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,怯風之劑,當歸拈痛湯,20130514,20191231,,,
A011283,〝港香蘭〞鈎藤散濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,怯風之劑,鉤藤散,19990913,20191231,,,
A011286,〝港香蘭〞三痹湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,怯風之劑,三痺湯,19990913,20191231,,,
A011287,〝港香蘭〞獨活寄生湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,怯風之劑,獨活寄生湯,19991108,20191231,,,
A011288,〝港香蘭〞濟生腎氣丸濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,補養之劑,濟生腎氣丸,19990913,20191231,,,
A011289,〝港香蘭〞虎潛丸濃縮散(去虎骨),濃縮散劑,港香蘭藥廠股份有限公司,補養之劑,虎潛丸去虎骨,20130520,20191231,,,
A011290,〝港香蘭〞治濁固本丸濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,收濇之劑,治濁固本丸,19990824,20191231,,,
A011291,〝港香蘭〞保產無憂方濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,經產之劑,保產無憂方,20130510,20191231,,,
A011292,〝港香蘭〞消風散濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,怯風之劑,消風散,19991108,20191231,,,
A011325,〞勝昌〞防己黃耆湯濃縮散,濃縮粉劑,勝昌製藥廠股份有限公司中壢廠,利濕之劑,防己黃耆湯,20130509,20190525,,,
A011359,〝港香蘭〞甘露飲濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,潤燥之劑,甘露飲,19991109,20191231,,,
A011360,〝港香蘭〞升麻葛根湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,發表之劑,升麻葛根湯,20130513,20191231,,,
A011361,〝港香蘭〞人參養榮湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,補養之劑,人參養榮湯(丸),19991108,20191231,,,
A011362,〝港香蘭〞柴葛解肌湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,發表之劑,柴葛解肌湯,19990913,20191231,,,
A011363,〝港香蘭〞三黃瀉心湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,清熱瀉火之劑,三黃瀉心湯,20130509,20191231,,,
A011364,〝港香蘭〞八味帶下方濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,經產之劑,八味帶下方,20130502,20191231,,,
A011365,〝港香蘭〞麻黃湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,發表之劑,麻黃湯,19990913,20191231,,,
A011366,〝港香蘭〞麥門冬湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,潤燥之劑,麥門冬湯,20130520,20191231,,,
A011367,〝港香蘭〞十神湯濃縮散,濃縮散劑,港香蘭藥廠股份有限公司,發表之劑,十神湯,20130502,20191231,,,
